Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,Month,Unique Category,,Unique Month,Post Appeared,,,,
43da458b-66fe-4723-996c-57dcfad67edf,interested,14-04-2021 03:42,GIF,food,positive,30,Apr,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,like,19-12-2020 16:21,GIF,fitness,positive,50,Dec,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,heart,10-12-2020 10:31,GIF,fitness,positive,60,Dec,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,super love,12-09-2020 21:58,GIF,fitness,positive,75,Sep,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,love,25-11-2020 13:19,GIF,fitness,positive,65,Nov,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,like,03-06-2021 01:00,GIF,fitness,positive,50,Jun,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,dislike,15-06-2021 20:32,GIF,fitness,negative,10,Jun,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,adore,10-09-2020 11:51,GIF,fitness,positive,72,Sep,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,disgust,16-02-2021 19:42,GIF,fitness,negative,0,Feb,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,30-03-2021 20:03,photo,science,negative,12,Mar,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,super love,08-06-2021 10:40,photo,science,positive,75,Jun,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,16-02-2021 23:17,photo,science,negative,12,Feb,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,peeking,18-12-2020 16:08,photo,science,neutral,35,Dec,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,heart,19-01-2021 15:34,photo,science,positive,60,Jan,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,dislike,28-06-2020 21:40,photo,science,negative,10,Jun,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,06-01-2021 01:41,photo,science,negative,12,Jan,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,indifferent,18-09-2020 12:29,photo,science,neutral,20,Sep,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,23-12-2020 14:58,photo,science,negative,0,Dec,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,love,12-02-2021 08:24,photo,science,positive,65,Feb,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,18-09-2020 13:44,photo,science,negative,0,Sep,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,cherish,29-03-2021 18:39,photo,science,positive,70,Mar,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,adore,15-10-2020 13:38,photo,science,positive,72,Oct,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,want,05-01-2021 10:06,photo,science,positive,70,Jan,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,super love,12-08-2020 08:55,photo,science,positive,75,Aug,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,adore,20-12-2020 11:03,photo,science,positive,72,Dec,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,want,15-06-2021 20:00,photo,science,positive,70,Jun,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,love,17-09-2020 05:00,photo,science,positive,65,Sep,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,dislike,15-03-2021 10:24,photo,science,negative,10,Mar,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,peeking,03-11-2020 09:45,photo,science,neutral,35,Nov,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,intrigued,02-07-2020 16:27,photo,science,positive,45,Jul,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,interested,04-10-2020 14:41,photo,science,positive,30,Oct,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,cherish,22-02-2021 02:04,GIF,cooking,positive,70,Feb,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,cherish,26-03-2021 22:54,GIF,cooking,positive,70,Mar,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,indifferent,16-07-2020 23:10,GIF,cooking,neutral,20,Jul,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,super love,21-10-2020 16:44,GIF,cooking,positive,75,Oct,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,adore,10-06-2021 08:43,GIF,cooking,positive,72,Jun,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,heart,13-11-2020 09:50,GIF,cooking,positive,60,Nov,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,like,04-08-2020 22:21,GIF,cooking,positive,50,Aug,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,adore,11-01-2021 05:33,GIF,cooking,positive,72,Jan,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,love,12-08-2020 14:33,GIF,cooking,positive,65,Aug,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,like,28-03-2021 19:53,GIF,cooking,positive,50,Mar,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,peeking,03-08-2020 21:05,GIF,cooking,neutral,35,Aug,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,intrigued,16-02-2021 12:01,GIF,cooking,positive,45,Feb,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,adore,04-10-2020 06:38,GIF,cooking,positive,72,Oct,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,scared,04-12-2020 17:40,GIF,cooking,negative,15,Dec,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,interested,27-06-2020 00:12,GIF,cooking,positive,30,Jun,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,want,18-12-2020 05:22,GIF,cooking,positive,70,Dec,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,dislike,20-05-2021 04:47,GIF,cooking,negative,10,May,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,super love,19-05-2021 14:45,GIF,cooking,positive,75,May,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,cherish,28-10-2020 01:00,GIF,cooking,positive,70,Oct,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,dislike,02-09-2020 20:04,GIF,cooking,negative,10,Sep,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,super love,13-02-2021 01:11,GIF,cooking,positive,75,Feb,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,intrigued,08-11-2020 07:54,GIF,cooking,positive,45,Nov,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,interested,24-03-2021 09:11,GIF,cooking,positive,30,Mar,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,hate,06-01-2021 03:51,GIF,cooking,negative,5,Jan,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,heart,18-07-2020 06:46,GIF,cooking,positive,60,Jul,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,interested,08-09-2020 22:31,GIF,cooking,positive,30,Sep,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,intrigued,26-02-2021 14:34,GIF,cooking,positive,45,Feb,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,28-07-2020 01:03,audio,cooking,neutral,35,Jul,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,hate,20-08-2020 01:54,audio,cooking,negative,5,Aug,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,cherish,12-07-2020 19:05,audio,cooking,positive,70,Jul,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,cherish,09-07-2020 10:43,audio,cooking,positive,70,Jul,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,want,19-07-2020 02:09,audio,cooking,positive,70,Jul,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,interested,05-10-2020 08:19,audio,cooking,positive,30,Oct,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,want,16-04-2021 05:24,audio,cooking,positive,70,Apr,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,13-11-2020 17:16,audio,cooking,neutral,35,Nov,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,hate,05-08-2020 23:28,audio,cooking,negative,5,Aug,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,interested,03-08-2020 19:03,audio,cooking,positive,30,Aug,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,scared,18-05-2021 10:00,audio,cooking,negative,15,May,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,like,19-12-2020 21:06,audio,cooking,positive,50,Dec,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,scared,23-03-2021 04:54,audio,cooking,negative,15,Mar,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,super love,11-06-2021 23:26,audio,cooking,positive,75,Jun,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,heart,14-09-2020 10:03,audio,cooking,positive,60,Sep,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,super love,03-05-2021 17:38,audio,cooking,positive,75,May,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,24-12-2020 19:41,audio,cooking,negative,0,Dec,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,indifferent,26-04-2021 22:18,audio,cooking,neutral,20,Apr,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,scared,07-06-2021 15:42,audio,cooking,negative,15,Jun,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,dislike,17-12-2020 12:08,audio,cooking,negative,10,Dec,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,20-05-2021 07:39,audio,cooking,neutral,35,May,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,like,05-09-2020 16:04,audio,cooking,positive,50,Sep,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,like,12-08-2020 17:15,audio,cooking,positive,50,Aug,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,interested,29-10-2020 23:26,audio,cooking,positive,30,Oct,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,love,04-08-2020 11:59,audio,cooking,positive,65,Aug,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,05-12-2020 18:33,audio,cooking,negative,0,Dec,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,scared,18-02-2021 02:36,audio,cooking,negative,15,Feb,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,interested,09-08-2020 18:37,audio,cooking,positive,30,Aug,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,worried,27-06-2020 03:00,audio,cooking,negative,12,Jun,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,scared,23-12-2020 16:24,audio,cooking,negative,15,Dec,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,21-06-2020 06:14,audio,cooking,negative,0,Jun,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,heart,17-08-2020 02:39,audio,cooking,positive,60,Aug,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,adore,06-09-2020 21:04,audio,cooking,positive,72,Sep,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,heart,02-11-2020 10:16,audio,cooking,positive,60,Nov,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,super love,06-02-2021 13:22,audio,cooking,positive,75,Feb,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,26-02-2021 20:09,audio,cooking,neutral,35,Feb,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,scared,07-12-2020 16:21,video,public speaking,negative,15,Dec,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,peeking,27-07-2020 11:11,video,public speaking,neutral,35,Jul,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,want,05-09-2020 10:48,video,public speaking,positive,70,Sep,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,heart,11-02-2021 07:10,video,public speaking,positive,60,Feb,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,hate,14-09-2020 03:30,video,public speaking,negative,5,Sep,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,dislike,07-08-2020 02:54,video,public speaking,negative,10,Aug,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,heart,02-11-2020 00:25,video,public speaking,positive,60,Nov,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,dislike,27-04-2021 14:34,video,public speaking,negative,10,Apr,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,super love,09-09-2020 18:11,video,public speaking,positive,75,Sep,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,scared,29-12-2020 11:35,video,public speaking,negative,15,Dec,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,like,07-05-2021 19:21,video,public speaking,positive,50,May,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,want,16-10-2020 18:20,video,public speaking,positive,70,Oct,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,peeking,19-10-2020 18:25,video,public speaking,neutral,35,Oct,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,intrigued,26-12-2020 02:18,video,public speaking,positive,45,Dec,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,cherish,07-03-2021 18:06,video,public speaking,positive,70,Mar,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,like,25-03-2021 12:38,video,public speaking,positive,50,Mar,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,heart,02-04-2021 00:48,video,public speaking,positive,60,Apr,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,intrigued,30-03-2021 16:02,video,public speaking,positive,45,Mar,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,love,06-11-2020 12:15,video,public speaking,positive,65,Nov,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,interested,08-07-2020 00:20,video,public speaking,positive,30,Jul,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,disgust,01-11-2020 13:02,video,public speaking,negative,0,Nov,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,worried,29-05-2021 18:56,video,public speaking,negative,12,May,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,super love,26-03-2021 12:45,video,public speaking,positive,75,Mar,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,26-06-2020 04:51,audio,studying,positive,72,Jun,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,18-07-2020 19:15,audio,studying,positive,70,Jul,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,18-09-2020 08:24,audio,studying,positive,72,Sep,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,want,23-11-2020 10:14,audio,studying,positive,70,Nov,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,heart,29-11-2020 20:35,audio,studying,positive,60,Nov,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,16-10-2020 11:13,audio,studying,negative,0,Oct,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,want,24-07-2020 06:50,audio,studying,positive,70,Jul,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,intrigued,27-12-2020 11:22,audio,studying,positive,45,Dec,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,05-03-2021 07:37,audio,studying,positive,70,Mar,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,heart,26-10-2020 10:57,audio,studying,positive,60,Oct,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,dislike,16-05-2021 11:02,audio,studying,negative,10,May,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,25-10-2020 02:58,audio,studying,negative,5,Oct,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,love,17-01-2021 14:52,audio,studying,positive,65,Jan,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,03-10-2020 12:56,audio,studying,positive,50,Oct,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,17-03-2021 13:32,audio,studying,positive,50,Mar,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,31-05-2021 22:45,audio,studying,positive,70,May,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,08-02-2021 03:06,audio,studying,positive,70,Feb,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,scared,14-11-2020 21:55,audio,studying,negative,15,Nov,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,love,19-07-2020 22:06,audio,studying,positive,65,Jul,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,31-12-2020 05:03,audio,studying,positive,72,Dec,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,21-06-2020 13:38,audio,studying,negative,5,Jun,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,29-03-2021 04:02,audio,studying,positive,50,Mar,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,19-04-2021 22:07,audio,studying,negative,0,Apr,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,23-01-2021 08:30,audio,studying,positive,50,Jan,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,29-04-2021 08:27,audio,studying,positive,70,Apr,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,29-04-2021 12:50,audio,studying,negative,5,Apr,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,30-01-2021 23:05,audio,studying,positive,50,Jan,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,indifferent,05-07-2020 19:55,audio,studying,neutral,20,Jul,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,want,30-11-2020 01:50,audio,studying,positive,70,Nov,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,worried,19-11-2020 22:23,audio,studying,negative,12,Nov,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,14-04-2021 14:41,audio,studying,positive,50,Apr,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,scared,01-04-2021 16:51,audio,studying,negative,15,Apr,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,dislike,06-11-2020 17:58,audio,studying,negative,10,Nov,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,indifferent,21-10-2020 23:24,audio,studying,neutral,20,Oct,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,super love,26-06-2020 02:27,audio,studying,positive,75,Jun,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,10-07-2020 07:47,audio,studying,positive,72,Jul,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,worried,16-07-2020 22:01,audio,studying,negative,12,Jul,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,05-02-2021 08:13,audio,studying,positive,50,Feb,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,01-01-2021 03:12,audio,studying,negative,5,Jan,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,scared,25-02-2021 10:08,audio,studying,negative,15,Feb,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,adore,17-12-2020 23:42,audio,healthy eating,positive,72,Dec,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,want,09-11-2020 00:55,audio,healthy eating,positive,70,Nov,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,cherish,08-10-2020 05:28,audio,healthy eating,positive,70,Oct,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,indifferent,20-03-2021 08:59,audio,healthy eating,neutral,20,Mar,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,interested,08-03-2021 11:06,audio,healthy eating,positive,30,Mar,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,love,17-05-2021 19:58,audio,healthy eating,positive,65,May,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,adore,27-03-2021 22:46,audio,healthy eating,positive,72,Mar,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,heart,21-03-2021 10:24,audio,healthy eating,positive,60,Mar,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,cherish,02-05-2021 17:31,audio,healthy eating,positive,70,May,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,worried,18-04-2021 20:57,audio,healthy eating,negative,12,Apr,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,scared,09-10-2020 10:18,audio,healthy eating,negative,15,Oct,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,scared,24-12-2020 04:09,audio,healthy eating,negative,15,Dec,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,worried,22-03-2021 01:27,audio,healthy eating,negative,12,Mar,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,intrigued,20-05-2021 11:15,audio,healthy eating,positive,45,May,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,want,30-07-2020 23:48,audio,healthy eating,positive,70,Jul,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,worried,15-05-2021 19:50,audio,healthy eating,negative,12,May,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,intrigued,17-01-2021 03:38,audio,science,positive,45,Jan,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,want,17-04-2021 01:54,audio,science,positive,70,Apr,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,scared,29-11-2020 11:33,audio,science,negative,15,Nov,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,dislike,26-12-2020 10:39,audio,science,negative,10,Dec,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,like,01-09-2020 02:08,audio,science,positive,50,Sep,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,interested,26-09-2020 23:33,audio,science,positive,30,Sep,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,love,24-08-2020 04:53,audio,science,positive,65,Aug,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,super love,07-05-2021 13:10,audio,science,positive,75,May,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,intrigued,21-07-2020 18:37,audio,science,positive,45,Jul,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,scared,26-03-2021 15:50,audio,science,negative,15,Mar,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,love,17-08-2020 03:41,audio,science,positive,65,Aug,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,peeking,10-08-2020 08:32,audio,science,neutral,35,Aug,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,adore,01-05-2021 22:39,audio,science,positive,72,May,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,love,30-10-2020 15:12,audio,science,positive,65,Oct,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,super love,02-11-2020 04:34,audio,science,positive,75,Nov,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,worried,27-06-2020 20:08,audio,science,negative,12,Jun,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,super love,17-02-2021 03:41,audio,science,positive,75,Feb,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,like,16-05-2021 08:49,audio,science,positive,50,May,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,adore,24-06-2020 21:06,audio,science,positive,72,Jun,,,,,,,,
e6b61eab-6879-4618-b189-476f27f02fdd,intrigued,19-01-2021 23:16,audio,science,positive,45,Jan,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,heart,25-04-2021 16:18,photo,fitness,positive,60,Apr,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,cherish,28-10-2020 18:21,photo,fitness,positive,70,Oct,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,want,01-06-2021 12:29,photo,fitness,positive,70,Jun,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,indifferent,28-08-2020 15:56,photo,fitness,neutral,20,Aug,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,indifferent,07-02-2021 15:42,photo,fitness,neutral,20,Feb,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,peeking,02-07-2020 21:16,photo,fitness,neutral,35,Jul,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,like,20-04-2021 23:02,photo,fitness,positive,50,Apr,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,disgust,13-02-2021 13:12,photo,fitness,negative,0,Feb,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,worried,21-05-2021 14:24,photo,fitness,negative,12,May,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,worried,03-05-2021 08:56,photo,fitness,negative,12,May,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,super love,12-09-2020 14:54,photo,fitness,positive,75,Sep,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,peeking,01-11-2020 11:17,photo,fitness,neutral,35,Nov,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,scared,16-05-2021 03:34,photo,fitness,negative,15,May,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,scared,14-09-2020 16:18,photo,fitness,negative,15,Sep,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,scared,04-08-2020 00:37,photo,fitness,negative,15,Aug,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,adore,24-12-2020 16:27,photo,fitness,positive,72,Dec,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,interested,07-05-2021 14:00,photo,fitness,positive,30,May,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,interested,14-08-2020 16:53,photo,fitness,positive,30,Aug,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,super love,11-04-2021 20:57,photo,fitness,positive,75,Apr,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,intrigued,23-05-2021 00:23,photo,fitness,positive,45,May,,,,,,,,
d16d21cd-30c7-4b1e-b50c-aff5808fe816,like,30-01-2021 09:59,photo,fitness,positive,50,Jan,,,,,,,,
